Age,Gender,Education,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,Sensation_seeking,Caffeine,Cannabis,Meth
45-54,0,Professional certificate/ diploma,36.0,34.0,46.0,46.0,41.0,-0.71126,-0.8463700000000001,1,0,0
25-34,0,Masters degree,29.0,39.0,41.0,48.0,44.0,-0.21712,-0.21575,6,1,0
45-54,1,Left school at 16,36.0,47.0,44.0,43.0,41.0,-0.21712,-0.52593,6,1,0
35-44,1,Professional certificate/ diploma,36.0,33.0,47.0,49.0,46.0,-1.37983,-1.5485799999999998,6,2,0
35-44,1,Professional certificate/ diploma,44.0,34.0,42.0,46.0,39.0,0.19268,0.40148,6,2,6
25-34,0,Masters degree,29.0,43.0,45.0,48.0,51.0,-0.21712,-0.52593,6,0,0
25-34,0,University degree,34.0,38.0,40.0,41.0,51.0,-0.71126,-0.21575,6,0,0
25-34,0,University degree,36.0,50.0,54.0,51.0,46.0,1.29221,0.40148,5,3,0
55-64,1,College or university dropout,21.0,31.0,40.0,33.0,39.0,-0.71126,0.7654,6,2,0
18-24,1,University degree,38.0,31.0,48.0,40.0,33.0,0.19268,-1.18084,5,6,0
25-34,0,Doctorate degree,28.0,46.0,44.0,54.0,51.0,-0.71126,0.07987000000000001,6,1,0
55-64,1,Left school at 16,39.0,38.0,41.0,32.0,45.0,-0.21712,-1.18084,5,0,0
35-44,0,University degree,28.0,47.0,33.0,48.0,48.0,-0.71126,-1.5485799999999998,6,1,0
18-24,0,University degree,52.0,31.0,41.0,39.0,43.0,-1.37983,0.40148,6,2,0
25-34,1,College or university dropout,21.0,41.0,44.0,40.0,48.0,-0.21712,0.07987000000000001,5,3,3
18-24,1,Professional certificate/ diploma,34.0,45.0,59.0,46.0,42.0,1.29221,1.2247,6,3,0
45-54,0,University degree,18.0,44.0,48.0,44.0,45.0,-1.37983,-0.8463700000000001,6,0,0
35-44,0,Professional certificate/ diploma,51.0,41.0,58.0,34.0,31.0,1.86203,1.92173,5,3,6
18-24,0,Left school before 16,29.0,39.0,44.0,53.0,40.0,-0.71126,0.40148,6,6,0
25-34,1,Professional certificate/ diploma,29.0,47.0,46.0,46.0,41.0,0.88113,0.7654,6,6,0
25-34,0,College or university dropout,26.0,40.0,44.0,46.0,36.0,0.19268,0.40148,6,3,0
25-34,0,Doctorate degree,36.0,43.0,49.0,48.0,41.0,1.86203,1.2247,6,2,0
25-34,0,University degree,30.0,43.0,41.0,55.0,48.0,0.19268,-0.21575,4,0,0
18-24,1,College or university dropout,36.0,46.0,56.0,39.0,43.0,1.86203,1.2247,6,5,3
25-34,0,Doctorate degree,37.0,37.0,35.0,43.0,48.0,-1.37983,-1.5485799999999998,6,2,0
35-44,1,Professional certificate/ diploma,42.0,32.0,40.0,37.0,45.0,0.19268,0.40148,6,1,0
35-44,0,University degree,25.0,36.0,41.0,46.0,48.0,0.88113,0.7654,6,1,0
45-54,1,University degree,42.0,34.0,33.0,36.0,43.0,-0.71126,-0.8463700000000001,6,0,0
55-64,1,University degree,42.0,37.0,54.0,49.0,33.0,-0.71126,-0.21575,6,1,0
25-34,0,University degree,30.0,41.0,42.0,48.0,33.0,-0.21712,0.07987000000000001,6,2,0
25-34,1,Professional certificate/ diploma,26.0,43.0,52.0,46.0,47.0,-0.71126,-0.21575,6,4,0
45-54,1,Professional certificate/ diploma,31.0,41.0,36.0,41.0,55.0,-0.71126,-1.18084,2,0,0
35-44,1,Professional certificate/ diploma,28.0,47.0,31.0,41.0,38.0,-0.21712,-1.18084,6,2,0
25-34,0,University degree,56.0,24.0,39.0,50.0,37.0,-1.37983,-0.8463700000000001,0,0,6
18-24,0,College or university dropout,49.0,40.0,46.0,48.0,40.0,0.19268,-0.21575,6,6,0
45-54,0,Professional certificate/ diploma,33.0,45.0,34.0,51.0,49.0,-0.71126,-1.5485799999999998,6,0,0
18-24,0,University degree,37.0,44.0,46.0,28.0,52.0,0.19268,0.40148,6,0,0
18-24,0,University degree,35.0,48.0,41.0,46.0,45.0,-0.71126,-0.52593,6,0,0
45-54,0,College or university dropout,33.0,50.0,40.0,51.0,46.0,-0.71126,-0.8463700000000001,6,0,0
45-54,1,Professional certificate/ diploma,31.0,43.0,38.0,38.0,41.0,-0.21712,0.7654,6,3,3
18-24,1,College or university dropout,37.0,28.0,46.0,46.0,30.0,-0.21712,-0.21575,6,3,0
25-34,1,University degree,41.0,23.0,49.0,48.0,44.0,-0.21712,1.92173,6,3,2
18-24,0,College or university dropout,49.0,25.0,52.0,43.0,33.0,-0.21712,0.40148,6,5,5
35-44,0,Professional certificate/ diploma,26.0,44.0,43.0,47.0,46.0,-0.21712,-0.21575,6,0,0
25-34,0,Professional certificate/ diploma,50.0,22.0,38.0,55.0,40.0,-0.71126,-1.5485799999999998,5,0,5
25-34,0,Masters degree,37.0,46.0,56.0,46.0,40.0,0.52975,0.07987000000000001,6,4,0
35-44,1,College or university dropout,46.0,29.0,40.0,33.0,42.0,-1.37983,-0.52593,6,3,0
25-34,1,College or university dropout,54.0,27.0,47.0,52.0,35.0,0.19268,-0.52593,6,3,0
25-34,0,Doctorate degree,23.0,45.0,46.0,57.0,40.0,-0.21712,-0.21575,4,0,0
25-34,0,University degree,43.0,38.0,44.0,46.0,39.0,-1.37983,-0.21575,6,2,0
25-34,0,University degree,31.0,45.0,39.0,52.0,49.0,-1.37983,-1.18084,6,0,0
45-54,1,Masters degree,27.0,38.0,46.0,41.0,39.0,1.29221,-0.21575,6,3,0
35-44,1,Professional certificate/ diploma,31.0,44.0,45.0,42.0,37.0,0.88113,-0.21575,6,1,0
18-24,1,College or university dropout,37.0,27.0,43.0,45.0,39.0,-0.71126,-0.52593,5,4,6
55-64,1,Doctorate degree,25.0,40.0,51.0,35.0,49.0,-0.21712,0.07987000000000001,6,2,0
45-54,0,University degree,42.0,36.0,51.0,42.0,45.0,0.52975,-0.8463700000000001,6,0,0
25-34,0,Masters degree,21.0,45.0,51.0,42.0,42.0,-0.21712,0.07987000000000001,6,3,4
18-24,1,College or university dropout,49.0,33.0,58.0,31.0,27.0,1.86203,0.40148,6,4,0
35-44,0,University degree,54.0,34.0,58.0,48.0,42.0,1.29221,1.92173,5,6,0
25-34,0,Professional certificate/ diploma,30.0,43.0,32.0,45.0,48.0,-0.71126,-0.8463700000000001,6,0,0
18-24,1,College or university dropout,32.0,35.0,42.0,45.0,33.0,-0.21712,-0.52593,5,2,0
18-24,1,Left school at 18,40.0,41.0,46.0,37.0,35.0,0.52975,0.07987000000000001,3,6,3
55-64,1,College or university dropout,42.0,27.0,38.0,38.0,28.0,0.52975,0.07987000000000001,6,6,2
18-24,1,University degree,27.0,42.0,36.0,39.0,53.0,-0.21712,0.07987000000000001,5,0,0
18-24,0,Professional certificate/ diploma,31.0,45.0,42.0,49.0,41.0,0.52975,-0.8463700000000001,5,2,0
35-44,0,University degree,31.0,46.0,40.0,45.0,49.0,0.19268,-0.21575,6,1,0
45-54,0,University degree,26.0,48.0,40.0,49.0,41.0,-0.21712,-0.52593,6,0,0
35-44,0,Left school at 18,28.0,34.0,51.0,37.0,44.0,-0.71126,-0.21575,6,0,0
25-34,0,University degree,36.0,51.0,50.0,44.0,41.0,1.29221,1.2247,6,2,0
35-44,0,Masters degree,28.0,44.0,40.0,36.0,44.0,-0.71126,-0.21575,6,2,1
35-44,0,Doctorate degree,17.0,51.0,46.0,47.0,56.0,0.88113,-0.21575,6,4,0
45-54,0,Left school at 16,35.0,38.0,34.0,51.0,51.0,-1.37983,-1.18084,6,0,0
45-54,1,Professional certificate/ diploma,48.0,43.0,50.0,38.0,48.0,-0.71126,-0.21575,6,1,0
45-54,1,Masters degree,34.0,45.0,42.0,38.0,35.0,-0.21712,-0.52593,6,1,0
35-44,0,Masters degree,40.0,34.0,53.0,48.0,46.0,-0.71126,-0.21575,6,1,0
45-54,1,Professional certificate/ diploma,25.0,42.0,43.0,37.0,43.0,-0.21712,-0.52593,6,0,0
25-34,0,University degree,36.0,37.0,46.0,49.0,31.0,-0.71126,0.07987000000000001,5,1,0
25-34,0,University degree,40.0,47.0,38.0,57.0,50.0,-1.37983,-1.5485799999999998,6,0,0
25-34,0,Left school at 18,31.0,41.0,28.0,47.0,49.0,0.52975,-0.8463700000000001,6,1,0
45-54,1,University degree,35.0,47.0,51.0,49.0,53.0,1.29221,0.7654,3,1,0
55-64,1,Professional certificate/ diploma,19.0,39.0,36.0,47.0,45.0,-0.21712,-0.8463700000000001,6,0,0
45-54,0,Professional certificate/ diploma,24.0,41.0,42.0,45.0,46.0,-1.37983,-0.8463700000000001,6,1,0
25-34,0,Left school at 16,25.0,31.0,30.0,54.0,46.0,-2.55524,-2.07848,5,0,0
25-34,0,Masters degree,37.0,42.0,50.0,38.0,38.0,-2.55524,-0.8463700000000001,5,2,0
18-24,0,Left school at 16,21.0,42.0,33.0,54.0,47.0,-0.21712,-1.18084,6,0,0
45-54,1,Masters degree,28.0,33.0,43.0,40.0,39.0,-0.21712,-0.52593,6,1,0
18-24,1,College or university dropout,18.0,46.0,46.0,44.0,52.0,-2.55524,-0.21575,6,5,0
25-34,0,College or university dropout,42.0,30.0,41.0,43.0,36.0,-0.21712,0.7654,6,3,0
45-54,1,Masters degree,32.0,38.0,48.0,42.0,43.0,-0.21712,-0.21575,6,3,0
25-34,1,Professional certificate/ diploma,40.0,34.0,40.0,35.0,50.0,0.19268,-1.18084,6,2,2
45-54,1,Professional certificate/ diploma,27.0,38.0,35.0,43.0,43.0,-1.37983,-1.5485799999999998,6,0,0
45-54,0,Professional certificate/ diploma,26.0,45.0,42.0,49.0,51.0,0.19268,0.07987000000000001,4,0,0
25-34,0,Masters degree,16.0,42.0,30.0,55.0,54.0,-0.21712,-0.52593,6,2,0
35-44,1,Professional certificate/ diploma,23.0,46.0,48.0,51.0,44.0,-0.71126,0.7654,4,0,0
45-54,1,Professional certificate/ diploma,24.0,38.0,45.0,46.0,42.0,-0.21712,-0.52593,5,0,0
55-64,0,Left school before 16,34.0,41.0,41.0,49.0,46.0,-0.71126,-0.52593,6,0,0
25-34,0,Professional certificate/ diploma,38.0,40.0,43.0,45.0,42.0,-0.71126,-1.18084,3,2,0
45-54,0,University degree,27.0,42.0,42.0,42.0,49.0,-1.37983,-2.07848,3,0,0
25-34,0,University degree,50.0,44.0,52.0,32.0,42.0,-1.37983,-1.18084,6,6,0
35-44,1,University degree,22.0,45.0,53.0,39.0,38.0,0.52975,0.7654,6,2,0
35-44,0,Masters degree,30.0,43.0,42.0,41.0,48.0,-0.21712,-0.8463700000000001,2,0,0
55-64,0,College or university dropout,31.0,33.0,36.0,46.0,42.0,-0.71126,-0.52593,0,0,0
25-34,0,Left school at 16,20.0,46.0,39.0,56.0,55.0,-1.37983,-0.8463700000000001,6,0,0
35-44,0,Masters degree,33.0,36.0,42.0,44.0,43.0,-0.21712,-1.18084,1,0,0
45-54,0,College or university dropout,37.0,45.0,49.0,52.0,41.0,0.19268,-0.21575,6,0,0
18-24,1,University degree,49.0,35.0,60.0,60.0,36.0,0.88113,1.92173,2,6,2
25-34,0,Left school at 17,58.0,37.0,43.0,30.0,26.0,0.88113,-0.21575,6,3,5
45-54,1,Left school at 16,33.0,43.0,40.0,39.0,45.0,-0.21712,-0.21575,6,0,0
25-34,0,University degree,54.0,44.0,55.0,36.0,37.0,1.29221,1.2247,6,6,0
25-34,1,University degree,29.0,46.0,41.0,55.0,49.0,0.52975,-0.52593,6,0,0
25-34,0,Professional certificate/ diploma,34.0,50.0,46.0,44.0,39.0,0.88113,0.07987000000000001,6,2,2
18-24,1,College or university dropout,26.0,41.0,49.0,27.0,30.0,0.88113,1.92173,6,6,3
18-24,0,Left school at 18,46.0,49.0,59.0,40.0,49.0,0.52975,0.7654,6,6,2
18-24,1,Left school at 18,43.0,40.0,55.0,47.0,29.0,0.52975,0.40148,6,6,3
35-44,1,Professional certificate/ diploma,46.0,37.0,29.0,41.0,47.0,-1.37983,-2.07848,6,0,0
45-54,1,Masters degree,27.0,37.0,47.0,38.0,49.0,1.86203,0.40148,6,3,0
35-44,1,Masters degree,33.0,27.0,46.0,41.0,44.0,-0.21712,-1.5485799999999998,5,5,0
45-54,0,Professional certificate/ diploma,30.0,42.0,47.0,34.0,48.0,0.19268,-0.21575,6,1,3
35-44,0,Professional certificate/ diploma,33.0,36.0,45.0,41.0,47.0,0.88113,0.40148,6,2,0
18-24,1,College or university dropout,41.0,32.0,46.0,28.0,31.0,-0.71126,0.7654,6,6,0
18-24,0,University degree,28.0,32.0,57.0,45.0,57.0,-0.21712,1.2247,3,4,3
35-44,1,Left school at 16,45.0,38.0,47.0,45.0,35.0,0.88113,1.2247,6,5,6
25-34,0,College or university dropout,41.0,52.0,55.0,41.0,48.0,-0.71126,1.2247,6,5,4
25-34,0,University degree,44.0,31.0,54.0,58.0,44.0,-0.71126,-0.52593,6,5,0
18-24,1,College or university dropout,39.0,26.0,47.0,51.0,56.0,-1.37983,-0.52593,6,6,0
25-34,0,College or university dropout,45.0,33.0,54.0,43.0,37.0,-0.21712,-0.8463700000000001,6,5,0
35-44,0,Professional certificate/ diploma,28.0,43.0,38.0,47.0,42.0,-0.71126,-0.21575,6,0,0
25-34,1,University degree,31.0,46.0,46.0,46.0,42.0,0.88113,1.92173,6,4,4
55-64,1,College or university dropout,33.0,30.0,45.0,34.0,48.0,0.52975,-0.8463700000000001,6,1,6
18-24,1,Left school at 18,32.0,48.0,53.0,43.0,38.0,0.52975,1.2247,6,6,3
25-34,0,Masters degree,45.0,44.0,43.0,35.0,36.0,0.88113,1.92173,5,6,4
18-24,0,Left school at 18,44.0,37.0,49.0,46.0,34.0,-0.71126,0.40148,6,6,6
18-24,1,College or university dropout,27.0,43.0,49.0,46.0,45.0,-0.71126,-0.52593,4,3,0
18-24,0,University degree,44.0,32.0,55.0,45.0,49.0,0.88113,1.92173,6,6,5
45-54,0,Left school at 16,46.0,35.0,34.0,41.0,35.0,1.86203,1.92173,5,2,3
18-24,0,University degree,35.0,42.0,46.0,26.0,47.0,0.88113,0.7654,5,3,0
45-54,1,College or university dropout,33.0,40.0,48.0,45.0,40.0,0.88113,1.2247,6,2,6
18-24,0,University degree,49.0,35.0,31.0,34.0,34.0,0.19268,0.40148,6,3,5
18-24,1,Left school at 18,23.0,36.0,35.0,32.0,50.0,-0.71126,0.07987000000000001,3,2,0
25-34,0,Left school at 17,32.0,43.0,51.0,46.0,50.0,0.88113,0.40148,6,5,0
25-34,0,College or university dropout,48.0,34.0,40.0,36.0,35.0,1.29221,1.92173,6,0,0
18-24,1,College or university dropout,46.0,32.0,43.0,42.0,32.0,0.19268,0.40148,4,5,0
25-34,0,Masters degree,34.0,36.0,43.0,46.0,44.0,-1.37983,-1.5485799999999998,6,3,0
18-24,1,College or university dropout,29.0,59.0,57.0,43.0,36.0,0.52975,1.2247,5,6,0
18-24,1,University degree,41.0,33.0,47.0,48.0,37.0,-0.21712,1.2247,5,3,0
45-54,0,University degree,32.0,32.0,45.0,39.0,46.0,-0.71126,-0.52593,6,1,0
18-24,1,College or university dropout,36.0,39.0,59.0,36.0,30.0,1.86203,1.92173,6,6,0
18-24,1,Left school at 17,37.0,42.0,49.0,35.0,39.0,1.86203,0.07987000000000001,6,5,3
35-44,0,Doctorate degree,33.0,39.0,51.0,44.0,55.0,-1.37983,-1.5485799999999998,6,2,5
18-24,1,University degree,42.0,29.0,57.0,39.0,57.0,0.19268,1.2247,4,6,4
18-24,1,College or university dropout,31.0,39.0,50.0,54.0,38.0,-0.71126,-0.8463700000000001,6,6,3
18-24,0,College or university dropout,44.0,27.0,60.0,44.0,36.0,1.86203,1.2247,6,5,0
25-34,1,University degree,36.0,44.0,53.0,40.0,47.0,0.19268,1.2247,6,6,4
35-44,0,Left school at 16,43.0,36.0,31.0,38.0,27.0,-0.21712,-0.52593,6,6,0
18-24,1,College or university dropout,39.0,39.0,57.0,45.0,30.0,1.29221,0.7654,4,3,0
18-24,1,University degree,50.0,29.0,46.0,29.0,36.0,0.88113,0.7654,4,3,3
55-64,1,Masters degree,30.0,51.0,32.0,36.0,52.0,0.88113,0.40148,5,0,0
45-54,1,College or university dropout,56.0,31.0,46.0,26.0,20.0,-0.21712,1.2247,6,1,6
25-34,1,Doctorate degree,41.0,50.0,60.0,51.0,53.0,0.52975,1.92173,6,6,3
18-24,1,Masters degree,28.0,43.0,55.0,50.0,43.0,1.29221,0.40148,6,6,0
18-24,1,College or university dropout,34.0,51.0,53.0,45.0,34.0,0.88113,0.7654,6,4,3
18-24,1,Professional certificate/ diploma,40.0,39.0,55.0,51.0,37.0,0.52975,0.07987000000000001,3,4,0
18-24,1,College or university dropout,44.0,36.0,52.0,46.0,38.0,0.52975,1.2247,4,5,0
35-44,0,Professional certificate/ diploma,36.0,34.0,40.0,42.0,33.0,0.52975,-1.18084,6,6,0
35-44,1,University degree,34.0,33.0,54.0,39.0,29.0,0.52975,1.2247,6,6,2
18-24,0,Masters degree,40.0,34.0,42.0,44.0,39.0,-1.37983,-1.5485799999999998,5,0,0
18-24,0,Left school at 17,48.0,47.0,53.0,33.0,43.0,0.88113,1.92173,6,6,0
18-24,1,University degree,30.0,31.0,53.0,35.0,48.0,0.52975,1.92173,6,6,3
18-24,1,College or university dropout,22.0,34.0,53.0,43.0,55.0,-0.71126,-0.21575,6,6,0
25-34,0,Left school at 18,49.0,39.0,49.0,34.0,32.0,0.88113,1.92173,6,2,0
25-34,1,University degree,29.0,44.0,47.0,42.0,38.0,1.29221,1.2247,5,1,0
35-44,0,University degree,45.0,35.0,59.0,40.0,51.0,0.19268,1.2247,5,6,0
18-24,0,Masters degree,37.0,42.0,39.0,53.0,48.0,-0.71126,-1.18084,6,3,0
45-54,1,University degree,20.0,40.0,47.0,38.0,41.0,0.52975,0.40148,6,0,0
18-24,0,College or university dropout,35.0,31.0,48.0,50.0,44.0,0.88113,0.7654,5,6,2
25-34,0,University degree,37.0,44.0,50.0,39.0,41.0,1.86203,0.7654,5,6,0
18-24,1,Masters degree,14.0,55.0,54.0,45.0,51.0,-0.21712,1.2247,6,5,2
18-24,1,College or university dropout,51.0,25.0,55.0,39.0,21.0,1.86203,-0.21575,6,6,0
45-54,0,College or university dropout,49.0,39.0,49.0,46.0,37.0,1.86203,-0.52593,6,4,0
18-24,1,College or university dropout,28.0,42.0,57.0,36.0,36.0,-0.21712,0.40148,5,6,0
18-24,0,College or university dropout,48.0,31.0,53.0,41.0,24.0,0.88113,-0.21575,6,3,2
25-34,1,University degree,31.0,29.0,42.0,41.0,39.0,0.52975,0.40148,0,0,0
18-24,1,University degree,36.0,32.0,47.0,34.0,42.0,-0.21712,-0.8463700000000001,6,6,3
18-24,0,University degree,38.0,38.0,52.0,51.0,42.0,0.88113,0.07987000000000001,5,6,0
25-34,0,University degree,26.0,29.0,47.0,45.0,44.0,-0.21712,0.7654,6,5,2
25-34,0,Masters degree,32.0,47.0,49.0,26.0,41.0,0.88113,1.2247,6,6,0
25-34,0,University degree,44.0,28.0,44.0,33.0,33.0,-1.37983,-1.18084,1,5,3
25-34,0,University degree,37.0,22.0,48.0,36.0,35.0,-0.71126,-0.52593,5,3,5
18-24,1,Left school at 18,38.0,40.0,49.0,37.0,27.0,0.19268,1.2247,5,6,3
18-24,1,University degree,14.0,52.0,52.0,45.0,55.0,-0.71126,0.07987000000000001,6,6,0
35-44,0,University degree,32.0,32.0,48.0,41.0,50.0,-0.21712,-0.21575,6,6,0
25-34,1,College or university dropout,29.0,44.0,43.0,40.0,44.0,0.88113,0.40148,6,6,1
45-54,1,University degree,42.0,34.0,46.0,40.0,30.0,1.29221,0.7654,6,2,0
35-44,0,Professional certificate/ diploma,54.0,26.0,52.0,45.0,28.0,0.88113,-1.18084,2,6,0
35-44,0,College or university dropout,39.0,29.0,49.0,48.0,40.0,-0.21712,0.7654,6,5,5
35-44,0,Professional certificate/ diploma,35.0,34.0,46.0,47.0,44.0,-1.37983,-2.07848,6,6,0
25-34,0,Professional certificate/ diploma,22.0,46.0,57.0,52.0,44.0,1.29221,1.92173,6,5,0
55-64,0,University degree,40.0,44.0,49.0,52.0,41.0,0.88113,-0.52593,5,2,2
18-24,1,College or university dropout,37.0,37.0,55.0,41.0,33.0,1.29221,1.2247,5,6,0
25-34,1,University degree,47.0,39.0,54.0,29.0,48.0,0.52975,-0.52593,5,6,0
45-54,1,Doctorate degree,33.0,34.0,46.0,32.0,41.0,-0.21712,-0.52593,6,2,1
18-24,1,College or university dropout,30.0,43.0,58.0,51.0,45.0,0.19268,0.7654,6,5,2
45-54,1,University degree,35.0,44.0,50.0,48.0,50.0,-0.21712,0.07987000000000001,6,5,0
18-24,1,College or university dropout,24.0,48.0,52.0,50.0,49.0,0.88113,0.40148,5,3,0
18-24,0,University degree,51.0,33.0,54.0,37.0,31.0,2.90161,1.92173,5,6,5
18-24,0,College or university dropout,42.0,33.0,49.0,47.0,49.0,1.86203,1.2247,6,6,0
45-54,1,Professional certificate/ diploma,26.0,33.0,39.0,38.0,47.0,-1.37983,-0.52593,6,6,0
25-34,0,University degree,55.0,30.0,57.0,48.0,34.0,0.19268,-1.18084,6,2,6
18-24,1,Left school at 17,39.0,44.0,44.0,41.0,32.0,0.88113,1.2247,6,3,0
25-34,1,Professional certificate/ diploma,40.0,46.0,45.0,40.0,47.0,0.19268,-0.21575,6,6,0
25-34,0,Masters degree,34.0,39.0,43.0,41.0,48.0,-0.21712,0.7654,5,5,0
35-44,1,Left school at 16,31.0,31.0,43.0,46.0,41.0,-0.21712,-0.8463700000000001,6,2,3
18-24,1,College or university dropout,34.0,48.0,44.0,29.0,45.0,-0.21712,0.40148,5,6,0
18-24,1,College or university dropout,22.0,41.0,58.0,41.0,42.0,0.88113,0.40148,6,5,3
18-24,1,Left school at 17,34.0,40.0,50.0,41.0,30.0,1.29221,1.2247,6,3,0
35-44,1,Professional certificate/ diploma,25.0,47.0,50.0,43.0,43.0,-0.71126,0.40148,2,4,0
18-24,1,College or university dropout,39.0,36.0,44.0,33.0,35.0,-1.37983,0.7654,6,4,0
18-24,1,College or university dropout,52.0,42.0,56.0,42.0,28.0,2.90161,0.40148,6,5,4
18-24,1,Left school at 18,33.0,42.0,49.0,42.0,41.0,0.88113,1.2247,6,6,4
35-44,1,College or university dropout,32.0,40.0,51.0,45.0,43.0,-0.21712,0.7654,6,6,2
55-64,0,University degree,21.0,32.0,53.0,40.0,37.0,-0.71126,0.07987000000000001,6,6,6
25-34,0,University degree,32.0,40.0,54.0,42.0,45.0,0.88113,0.40148,6,3,4
45-54,1,Left school before 16,43.0,37.0,49.0,36.0,44.0,0.52975,0.40148,6,6,5
18-24,0,College or university dropout,42.0,44.0,60.0,36.0,48.0,0.88113,1.2247,6,6,3
25-34,1,College or university dropout,19.0,40.0,58.0,37.0,45.0,-0.21712,0.40148,5,6,0
18-24,0,Professional certificate/ diploma,36.0,40.0,59.0,39.0,25.0,0.88113,1.2247,6,6,3
18-24,0,University degree,37.0,34.0,55.0,45.0,52.0,-0.71126,-0.21575,6,6,0
18-24,0,College or university dropout,47.0,37.0,48.0,38.0,41.0,1.86203,-0.21575,6,6,0
18-24,1,College or university dropout,30.0,39.0,48.0,32.0,31.0,0.19268,0.40148,6,6,0
18-24,1,College or university dropout,34.0,47.0,55.0,41.0,42.0,0.19268,0.7654,5,5,4
25-34,0,University degree,26.0,46.0,57.0,54.0,50.0,-0.71126,0.07987000000000001,6,5,0
18-24,1,Left school at 18,46.0,37.0,55.0,36.0,43.0,-0.71126,0.40148,6,6,3
18-24,1,College or university dropout,28.0,40.0,59.0,48.0,30.0,0.88113,1.92173,5,6,0
18-24,1,Left school at 17,43.0,31.0,50.0,39.0,39.0,0.52975,0.40148,6,6,2
65+,1,College or university dropout,55.0,39.0,59.0,49.0,37.0,-0.21712,0.07987000000000001,6,3,0
18-24,1,College or university dropout,35.0,27.0,50.0,38.0,41.0,1.29221,1.2247,5,5,0
25-34,1,College or university dropout,34.0,36.0,55.0,37.0,36.0,0.52975,0.40148,5,6,0
18-24,1,Left school at 17,50.0,26.0,42.0,31.0,46.0,-0.21712,1.2247,6,5,6
18-24,1,University degree,35.0,27.0,52.0,38.0,55.0,-0.71126,-0.21575,2,5,0
18-24,1,College or university dropout,28.0,42.0,48.0,41.0,40.0,0.88113,0.7654,5,6,4
18-24,0,College or university dropout,25.0,51.0,57.0,48.0,33.0,0.88113,1.92173,4,5,0
18-24,1,College or university dropout,33.0,51.0,50.0,48.0,30.0,0.88113,0.7654,5,3,4
25-34,0,University degree,47.0,30.0,37.0,31.0,31.0,0.52975,-0.52593,6,6,0
18-24,0,College or university dropout,45.0,26.0,48.0,32.0,22.0,1.29221,1.2247,6,6,0
18-24,1,College or university dropout,31.0,53.0,56.0,50.0,45.0,0.88113,1.2247,6,3,0
